sim_time,uncertainty_pct,num_links,mean_degree,lambda_2_fiedler,ew_active,d0_x,d0_y,d0_z,d0_vx,d0_vy,d0_vz,d0_speed,d0_qw,d0_qx,d0_qy,d0_qz,d0_thrust_N,d0_soc_pct,d0_pos_err,d0_role,d1_x,d1_y,d1_z,d1_vx,d1_vy,d1_vz,d1_speed,d1_qw,d1_qx,d1_qy,d1_qz,d1_thrust_N,d1_soc_pct,d1_pos_err,d1_role,d2_x,d2_y,d2_z,d2_vx,d2_vy,d2_vz,d2_speed,d2_qw,d2_qx,d2_qy,d2_qz,d2_thrust_N,d2_soc_pct,d2_pos_err,d2_role,d3_x,d3_y,d3_z,d3_vx,d3_vy,d3_vz,d3_speed,d3_qw,d3_qx,d3_qy,d3_qz,d3_thrust_N,d3_soc_pct,d3_pos_err,d3_role,t0_x,t0_y,t0_z,t0_vx,t0_vy,t0_speed,t0_state,t0_is_spotted,t0_smoke_active,t1_x,t1_y,t1_z,t1_vx,t1_vy,t1_speed,t1_state,t1_is_spotted,t1_smoke_active,t2_x,t2_y,t2_z,t2_vx,t2_vy,t2_speed,t2_state,t2_is_spotted,t2_smoke_active
13.36,11.63,3,1.5,1.0,0,-6.625,17.279,3.795,-2.47,0.061,0.021,2.47,0.8884,0.0012,0.459,0.0034,11.16,89.5,6.825,EXPLORER,-5.911,-8.426,4.598,-9.61,8.49,-0.006,12.82,0.3,-0.3485,0.2563,0.8502,4.4,72.2,6.672,EXPLORER,15.242,2.097,5.399,-0.027,-5.205,-0.001,5.2,0.6268,0.3253,0.3273,-0.6279,7.18,83.7,6.748,EXPLORER,0.321,1.301,10.514,-1.993,-0.531,0.28,2.08,0.0891,-0.0508,-0.7088,0.6979,7.28,86.1,4.389,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-20.009,17.175,0.3,2.367,-0.093,2.37,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.37,11.63,3,1.5,1.0,0,-6.648,17.28,3.796,-2.33,0.062,0.022,2.33,0.8885,0.0012,0.4589,0.0035,11.16,89.5,6.823,EXPLORER,-6.007,-8.34,4.598,-9.662,8.575,-0.006,12.92,0.3028,-0.3452,0.2519,0.8519,4.34,72.2,6.671,EXPLORER,15.241,2.043,5.399,-0.027,-5.341,-0.001,5.34,0.6268,0.3252,0.3273,-0.6279,7.18,83.7,6.747,EXPLORER,0.301,1.294,10.515,-1.994,-0.67,0.097,2.11,0.2718,0.4733,-0.7312,0.4092,8.51,86.1,4.391,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.985,17.174,0.3,2.37,-0.093,2.37,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.38,11.63,3,1.5,1.0,0,-6.67,17.281,3.796,-2.19,0.062,0.024,2.19,0.8885,0.0011,0.4589,0.0037,11.16,89.5,6.822,EXPLORER,-6.104,-8.253,4.598,-9.712,8.658,-0.006,13.01,0.3055,-0.3418,0.2476,0.8535,4.28,72.2,6.67,EXPLORER,15.241,1.988,5.399,-0.027,-5.476,-0.001,5.48,0.6268,0.3252,0.3273,-0.6279,7.18,83.7,6.745,EXPLORER,0.282,1.287,10.513,-1.921,-0.778,-0.16,2.08,0.083,0.7067,-0.6227,0.3255,10.71,86.1,4.397,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.961,17.173,0.3,2.373,-0.093,2.37,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.39,11.63,3,1.5,1.0,0,-6.69,17.281,3.796,-2.05,0.062,0.025,2.05,0.8885,0.0011,0.4588,0.0038,11.16,89.5,6.82,EXPLORER,-6.202,-8.166,4.597,-9.76,8.739,-0.006,13.1,0.3082,-0.3384,0.2433,0.8552,4.22,72.2,6.669,EXPLORER,15.241,1.932,5.399,-0.028,-5.612,-0.001,5.61,0.6268,0.3252,0.3273,-0.6279,7.18,83.6,6.744,EXPLORER,0.264,1.279,10.509,-1.796,-0.724,-0.414,1.98,0.0688,-0.9165,-0.1928,-0.3437,10.71,86.0,4.407,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.938,17.172,0.3,2.376,-0.093,2.38,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.4,11.63,3,1.5,1.0,0,-6.709,17.282,3.796,-1.91,0.063,0.026,1.91,0.8886,0.0011,0.4587,0.004,11.16,89.5,6.819,EXPLORER,-6.3,-8.08,4.597,-9.759,8.585,-0.006,13.0,0.2251,0.1644,0.4305,-0.8585,4.79,72.2,6.793,EXPLORER,15.24,1.875,5.399,-0.028,-5.747,-0.001,5.75,0.6268,0.3252,0.3273,-0.6279,7.18,83.6,6.743,EXPLORER,0.247,1.273,10.504,-1.703,-0.619,-0.519,1.88,0.0727,0.4199,0.5897,0.6861,7.29,86.0,4.412,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.914,17.171,0.3,2.379,-0.093,2.38,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.41,10.54,3,1.5,1.0,0,-6.727,17.282,3.797,-1.769,0.063,0.027,1.77,0.8886,0.001,0.4587,0.0041,11.16,89.5,6.818,EXPLORER,-6.398,-7.994,4.597,-9.806,8.668,-0.006,13.09,0.3035,-0.3338,0.2526,0.8559,4.24,72.2,6.669,EXPLORER,15.24,1.816,5.399,-0.028,-5.883,-0.001,5.88,0.6268,0.3252,0.3274,-0.6279,7.18,83.6,6.741,EXPLORER,0.231,1.268,10.499,-1.624,-0.503,-0.518,1.78,0.7483,-0.1802,0.424,0.4773,8.9,86.0,4.412,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.89,17.17,0.3,2.382,-0.093,2.38,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.42,10.54,3,1.5,1.0,0,-6.743,17.283,3.797,-1.629,0.064,0.029,1.63,0.8886,0.001,0.4587,0.0043,11.16,89.4,6.816,EXPLORER,-6.496,-7.906,4.597,-9.852,8.748,-0.006,13.18,0.3062,-0.3306,0.2482,0.8575,4.18,72.1,6.668,EXPLORER,15.24,1.756,5.399,-0.028,-6.018,-0.001,6.02,0.6268,0.3251,0.3274,-0.6279,7.18,83.6,6.74,EXPLORER,0.216,1.264,10.494,-1.551,-0.383,-0.468,1.66,0.7752,-0.1583,0.3347,0.5118,10.58,86.0,4.411,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.866,17.169,0.3,2.385,-0.093,2.39,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.43,10.54,3,1.5,1.0,0,-6.758,17.284,3.797,-1.489,0.064,0.03,1.49,0.8886,0.0009,0.4586,0.0044,11.16,89.4,6.815,EXPLORER,-6.595,-7.818,4.597,-9.896,8.826,-0.006,13.26,0.309,-0.3271,0.2437,0.8592,4.13,72.1,6.668,EXPLORER,15.24,1.694,5.399,-0.028,-6.153,-0.001,6.15,0.6267,0.3251,0.3274,-0.6279,7.18,83.6,6.738,EXPLORER,0.201,1.262,10.49,-1.487,-0.27,-0.407,1.57,0.7786,-0.1484,0.3,0.5308,10.71,86.0,4.409,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.842,17.169,0.3,2.388,-0.094,2.39,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.44,10.55,3,1.5,1.0,0,-6.772,17.284,3.798,-1.349,0.065,0.032,1.35,0.8886,0.0009,0.4586,0.0045,11.16,89.4,6.813,EXPLORER,-6.695,-7.729,4.597,-9.938,8.901,-0.006,13.34,0.3115,-0.3238,0.2394,0.8607,4.08,72.1,6.667,EXPLORER,15.239,1.631,5.399,-0.028,-6.287,-0.001,6.29,0.6267,0.3251,0.3274,-0.6279,7.18,83.6,6.737,EXPLORER,0.186,1.26,10.487,-1.429,-0.16,-0.34,1.48,0.7774,-0.1438,0.2826,0.5432,10.71,86.0,4.407,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.818,17.168,0.3,2.391,-0.094,2.39,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.45,10.55,3,1.5,1.0,0,-6.784,17.285,3.798,-1.209,0.065,0.033,1.21,0.8886,0.0008,0.4587,0.0046,11.16,89.4,6.812,EXPLORER,-6.794,-7.639,4.597,-9.979,8.973,-0.006,13.42,0.314,-0.3205,0.2351,0.8622,4.03,72.1,6.666,EXPLORER,15.239,1.567,5.399,-0.028,-6.422,-0.001,6.42,0.6267,0.3251,0.3274,-0.628,7.18,83.6,6.736,EXPLORER,0.173,1.259,10.484,-1.374,-0.053,-0.271,1.4,0.7751,-0.1417,0.2728,0.552,10.71,86.0,4.406,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.794,17.167,0.3,2.394,-0.094,2.4,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.46,10.56,3,1.5,1.0,0,-6.794,17.286,3.798,-1.069,0.066,0.034,1.07,0.8886,0.0008,0.4587,0.0047,11.16,89.4,6.811,EXPLORER,-6.895,-7.549,4.597,-10.019,9.044,-0.006,13.5,0.3164,-0.3172,0.2309,0.8637,3.98,72.1,6.665,EXPLORER,15.239,1.502,5.399,-0.029,-6.556,-0.001,6.56,0.6267,0.325,0.3274,-0.628,7.18,83.6,6.734,EXPLORER,0.159,1.26,10.482,-1.321,0.054,-0.201,1.34,0.7724,-0.1408,0.267,0.5588,10.71,86.0,4.404,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.77,17.166,0.3,2.397,-0.094,2.4,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.47,10.56,3,1.5,1.0,0,-6.804,17.286,3.799,-0.929,0.066,0.036,0.93,0.8886,0.0008,0.4587,0.0048,11.16,89.4,6.809,EXPLORER,-6.995,-7.457,4.597,-10.058,9.112,-0.006,13.57,0.3188,-0.3138,0.2268,0.8651,3.94,72.1,6.664,EXPLORER,15.238,1.435,5.399,-0.029,-6.69,-0.002,6.69,0.6267,0.325,0.3275,-0.628,7.18,83.6,6.733,EXPLORER,0.147,1.262,10.481,-1.27,0.16,-0.13,1.29,0.7696,-0.1409,0.2635,0.5643,10.71,86.0,4.403,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.746,17.165,0.3,2.4,-0.094,2.4,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.48,10.57,3,1.5,1.0,0,-6.812,17.287,3.799,-0.789,0.067,0.037,0.79,0.8885,0.0008,0.4588,0.0048,11.16,89.4,6.808,EXPLORER,-7.096,-7.366,4.597,-10.095,9.178,-0.006,13.64,0.321,-0.3105,0.2227,0.8666,3.9,72.0,6.664,EXPLORER,15.238,1.366,5.399,-0.029,-6.824,-0.002,6.82,0.6267,0.325,0.3275,-0.628,7.18,83.5,6.732,EXPLORER,0.135,1.264,10.48,-1.221,0.266,-0.058,1.25,0.7667,-0.1415,0.2616,0.5689,10.71,85.9,4.401,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.722,17.164,0.3,2.403,-0.094,2.41,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.49,10.59,3,1.5,1.0,0,-6.818,17.288,3.799,-0.649,0.068,0.038,0.65,0.8885,0.0007,0.4588,0.0049,11.16,89.4,6.806,EXPLORER,-7.197,-7.273,4.597,-10.131,9.242,-0.006,13.71,0.3232,-0.3071,0.2187,0.868,3.85,72.0,6.663,EXPLORER,15.238,1.297,5.399,-0.029,-6.958,-0.002,6.96,0.6267,0.325,0.3275,-0.628,7.18,83.5,6.73,EXPLORER,0.123,1.268,10.48,-1.172,0.372,0.013,1.23,0.7639,-0.1426,0.2609,0.5727,10.71,85.9,4.4,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.698,17.163,0.3,2.407,-0.094,2.41,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.5,10.59,3,1.5,1.0,0,-6.823,17.288,3.8,-0.509,0.068,0.04,0.52,0.8885,0.0007,0.4589,0.005,11.16,89.4,6.805,EXPLORER,-7.299,-7.18,4.597,-10.166,9.304,-0.006,13.78,0.3253,-0.3038,0.2148,0.8693,3.81,72.0,6.662,EXPLORER,15.238,1.226,5.399,-0.029,-7.091,-0.002,7.09,0.6267,0.3249,0.3275,-0.628,7.18,83.5,6.729,EXPLORER,0.112,1.273,10.481,-1.124,0.479,0.085,1.23,0.7611,-0.1441,0.2612,0.576,10.71,85.9,4.399,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.674,17.162,0.3,2.41,-0.094,2.41,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.51,10.61,3,1.5,1.0,0,-6.827,17.289,3.8,-0.369,0.069,0.041,0.38,0.8884,0.0007,0.459,0.005,11.16,89.4,6.804,EXPLORER,-7.401,-7.087,4.597,-10.199,9.364,-0.006,13.85,0.3273,-0.3005,0.2109,0.8707,3.78,72.0,6.662,EXPLORER,15.237,1.154,5.399,-0.029,-7.225,-0.002,7.22,0.6267,0.3249,0.3275,-0.628,7.18,83.5,6.728,EXPLORER,0.101,1.279,10.482,-1.077,0.588,0.155,1.24,0.7581,-0.1461,0.2625,0.5788,10.71,85.9,4.397,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.65,17.161,0.3,2.413,-0.094,2.41,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.52,10.63,3,1.5,1.0,0,-6.829,17.29,3.801,-0.229,0.069,0.042,0.24,0.8884,0.0007,0.4591,0.005,11.16,89.4,6.802,EXPLORER,-7.503,-6.992,4.597,-10.232,9.423,-0.006,13.91,0.3293,-0.2972,0.2071,0.872,3.74,72.0,6.661,EXPLORER,15.237,1.08,5.399,-0.029,-7.358,-0.002,7.36,0.6267,0.3249,0.3276,-0.6281,7.18,83.5,6.726,EXPLORER,0.09,1.286,10.485,-1.03,0.697,0.225,1.26,0.755,-0.1486,0.2649,0.5811,10.71,85.9,4.396,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.626,17.16,0.3,2.416,-0.095,2.42,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.53,10.64,3,1.5,1.0,0,-6.83,17.29,3.801,-0.089,0.07,0.043,0.12,0.8883,0.0007,0.4592,0.005,11.15,89.4,6.801,EXPLORER,-7.606,-6.898,4.597,-10.264,9.479,-0.005,13.97,0.3312,-0.2939,0.2034,0.8733,3.7,72.0,6.66,EXPLORER,15.237,1.005,5.399,-0.03,-7.491,-0.002,7.49,0.6267,0.3249,0.3276,-0.6281,7.18,83.5,6.725,EXPLORER,0.081,1.294,10.488,-0.984,0.809,0.294,1.31,0.7516,-0.1519,0.2687,0.5829,10.71,85.9,4.394,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.602,17.159,0.3,2.42,-0.095,2.42,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.54,10.65,3,1.5,1.0,0,-6.83,17.291,3.801,0.051,0.071,0.044,0.1,0.8882,0.0007,0.4594,0.005,11.15,89.3,6.799,EXPLORER,-7.709,-6.802,4.597,-10.294,9.533,-0.005,14.03,0.333,-0.2906,0.1997,0.8745,3.67,71.9,6.66,EXPLORER,15.236,0.929,5.399,-0.03,-7.623,-0.002,7.62,0.6266,0.3248,0.3276,-0.6281,7.18,83.5,6.724,EXPLORER,0.071,1.303,10.491,-0.937,0.923,0.36,1.36,0.7476,-0.1564,0.2747,0.5842,10.71,85.9,4.393,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.577,17.158,0.3,2.423,-0.095,2.42,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.55,10.66,3,1.5,1.0,0,-6.828,17.292,3.802,0.191,0.071,0.045,0.21,0.8882,0.0007,0.4595,0.005,11.15,89.3,6.798,EXPLORER,-7.812,-6.706,4.597,-10.323,9.586,-0.005,14.09,0.3347,-0.2873,0.1961,0.8757,3.64,71.9,6.659,EXPLORER,15.236,0.851,5.399,-0.03,-7.756,-0.002,7.76,0.6266,0.3248,0.3276,-0.6281,7.18,83.5,6.722,EXPLORER,0.062,1.313,10.496,-0.889,1.042,0.424,1.43,0.7419,-0.1634,0.2851,0.5844,10.71,85.9,4.391,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.553,17.157,0.3,2.426,-0.095,2.43,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.56,10.67,3,1.5,1.0,0,-6.824,17.293,3.802,0.331,0.072,0.046,0.34,0.8881,0.0007,0.4597,0.005,11.15,89.3,6.797,EXPLORER,-7.916,-6.61,4.596,-10.352,9.637,-0.005,14.14,0.3364,-0.2841,0.1925,0.8769,3.61,71.9,6.659,EXPLORER,15.236,0.773,5.399,-0.03,-7.888,-0.002,7.89,0.6266,0.3248,0.3276,-0.6281,7.18,83.4,6.721,EXPLORER,0.054,1.325,10.5,-0.839,1.169,0.48,1.52,0.7314,-0.1767,0.3076,0.5824,10.71,85.8,4.39,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.529,17.156,0.3,2.43,-0.095,2.43,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.57,10.67,3,1.5,1.0,0,-6.82,17.293,3.803,0.471,0.073,0.047,0.48,0.888,0.0007,0.4598,0.005,11.14,89.3,6.795,EXPLORER,-8.019,-6.513,4.596,-10.38,9.687,-0.005,14.2,0.3381,-0.2809,0.1891,0.8781,3.58,71.9,6.658,EXPLORER,15.235,0.695,5.399,-0.03,-7.74,-0.002,7.74,0.6271,-0.3257,0.3267,0.6276,7.18,83.4,6.877,EXPLORER,0.046,1.338,10.505,-0.788,1.299,0.486,1.6,0.6875,-0.2193,0.3925,0.5703,9.06,85.8,4.389,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.505,17.155,0.3,2.433,-0.095,2.43,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.58,10.68,3,1.5,1.0,0,-6.814,17.294,3.803,0.61,0.073,0.047,0.62,0.8879,0.0008,0.46,0.0049,11.14,89.3,6.794,EXPLORER,-8.124,-6.416,4.596,-10.406,9.735,-0.005,14.25,0.3396,-0.2778,0.1857,0.8792,3.55,71.9,6.658,EXPLORER,15.235,0.619,5.399,-0.031,-7.592,-0.002,7.59,0.6271,-0.3256,0.3267,0.6277,7.18,83.4,6.876,EXPLORER,0.039,1.352,10.507,-0.757,1.396,0.208,1.6,0.1214,-0.6982,-0.6694,-0.2229,10.71,85.8,4.396,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.48,17.154,0.3,2.436,-0.095,2.44,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.59,10.68,3,1.5,1.0,0,-6.806,17.295,3.804,0.75,0.074,0.048,0.76,0.8878,0.0008,0.4602,0.0049,11.14,89.3,6.792,EXPLORER,-8.228,-6.318,4.596,-10.432,9.781,-0.005,14.3,0.3411,-0.2746,0.1823,0.8803,3.53,71.9,6.657,EXPLORER,15.235,0.545,5.399,-0.031,-7.444,-0.002,7.44,0.6271,-0.3256,0.3268,0.6277,7.18,83.4,6.874,EXPLORER,0.03,1.365,10.507,-0.808,1.265,0.013,1.5,0.3489,0.4082,-0.7857,0.3072,8.84,85.8,4.406,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.456,17.153,0.3,2.44,-0.096,2.44,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.6,10.68,3,1.5,1.0,0,-6.797,17.295,3.804,0.89,0.075,0.049,0.89,0.8877,0.0008,0.4604,0.0048,11.13,89.3,6.791,EXPLORER,-8.332,-6.22,4.596,-10.457,9.826,-0.005,14.35,0.3426,-0.2715,0.1791,0.8814,3.5,71.9,6.657,EXPLORER,15.235,0.472,5.399,-0.032,-7.297,-0.002,7.3,0.6271,-0.3256,0.3268,0.6277,7.18,83.4,6.873,EXPLORER,0.022,1.376,10.507,-0.857,1.134,-0.083,1.42,0.0774,-0.1716,-0.6801,0.7085,7.28,85.8,4.406,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.431,17.152,0.3,2.443,-0.096,2.45,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.61,10.7,3,1.5,1.0,0,-6.787,17.296,3.805,1.03,0.075,0.049,1.03,0.8876,0.0009,0.4606,0.0048,11.13,89.3,6.79,EXPLORER,-8.437,-6.121,4.596,-10.481,9.87,-0.005,14.4,0.344,-0.2685,0.1759,0.8824,3.48,71.8,6.656,EXPLORER,15.234,0.4,5.399,-0.032,-7.15,-0.002,7.15,0.6271,-0.3256,0.3268,0.6277,7.18,83.4,6.872,EXPLORER,0.013,1.386,10.505,-0.905,1.002,-0.126,1.36,0.3696,0.4094,0.3881,-0.7383,7.81,85.8,4.405,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.407,17.152,0.3,2.447,-0.096,2.45,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.62,10.7,3,1.5,1.0,0,-6.775,17.297,3.805,1.17,0.076,0.049,1.17,0.8875,0.0009,0.4608,0.0047,11.12,89.3,6.788,EXPLORER,-8.542,-6.022,4.596,-10.504,9.912,-0.005,14.44,0.3453,-0.2655,0.1727,0.8834,3.45,71.8,6.656,EXPLORER,15.234,0.33,5.399,-0.032,-7.003,-0.002,7.0,0.6271,-0.3256,0.3268,0.6277,7.18,83.4,6.87,EXPLORER,0.003,1.395,10.504,-0.951,0.871,-0.137,1.3,0.4295,0.3662,0.3188,-0.7615,8.58,85.8,4.404,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.382,17.151,0.3,2.45,-0.096,2.45,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.63,10.71,3,1.5,1.0,0,-6.762,17.298,3.806,1.31,0.076,0.05,1.31,0.8873,0.001,0.4611,0.0046,11.12,89.3,6.787,EXPLORER,-8.648,-5.922,4.596,-10.527,9.953,-0.005,14.49,0.3466,-0.2625,0.1697,0.8844,3.43,71.8,6.655,EXPLORER,15.234,0.262,5.399,-0.033,-6.857,-0.002,6.86,0.6271,-0.3256,0.3268,0.6277,7.18,83.4,6.869,EXPLORER,-0.007,1.402,10.503,-0.997,0.738,-0.126,1.25,0.455,0.3346,0.2852,-0.7744,9.22,85.8,4.402,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.358,17.15,0.3,2.454,-0.096,2.46,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.64,10.71,3,1.5,1.0,0,-6.748,17.299,3.806,1.449,0.077,0.05,1.45,0.8872,0.0011,0.4613,0.0045,11.12,89.3,6.786,EXPLORER,-8.753,-5.822,4.596,-10.548,9.993,-0.005,14.53,0.3478,-0.2596,0.1667,0.8853,3.41,71.8,6.655,EXPLORER,15.233,0.195,5.399,-0.033,-6.711,-0.002,6.71,0.6271,-0.3256,0.3268,0.6277,7.18,83.3,6.867,EXPLORER,-0.017,1.408,10.502,-1.042,0.606,-0.101,1.21,0.4695,0.3141,0.2666,-0.7809,9.7,85.8,4.401,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.333,17.149,0.3,2.457,-0.096,2.46,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.65,10.67,3,1.5,1.0,0,-6.732,17.299,3.807,1.589,0.077,0.05,1.59,0.8871,0.0012,0.4615,0.0044,11.11,89.3,6.784,EXPLORER,-8.859,-5.722,4.596,-10.569,10.031,-0.005,14.57,0.349,-0.2567,0.1637,0.8863,3.39,71.8,6.654,EXPLORER,15.233,0.129,5.399,-0.033,-6.565,-0.002,6.56,0.6271,-0.3255,0.3268,0.6277,7.18,83.3,6.866,EXPLORER,-0.028,1.413,10.501,-1.085,0.473,-0.067,1.19,0.4792,0.3012,0.2565,-0.7835,10.02,85.8,4.4,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.309,17.148,0.3,2.461,-0.096,2.46,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.66,10.66,3,1.5,1.0,0,-6.714,17.3,3.807,1.729,0.078,0.05,1.73,0.887,0.0012,0.4618,0.0043,11.11,89.3,6.783,EXPLORER,-8.963,-5.621,4.596,-10.432,10.089,-0.005,14.51,0.5549,0.1416,0.4383,0.6928,4.79,71.8,6.7,EXPLORER,15.233,0.065,5.399,-0.034,-6.419,-0.002,6.42,0.6271,-0.3255,0.3268,0.6277,7.18,83.3,6.864,EXPLORER,-0.039,1.416,10.501,-1.128,0.339,-0.028,1.18,0.4866,0.2937,0.2523,-0.7832,10.2,85.7,4.399,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.284,17.147,0.3,2.464,-0.097,2.47,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
13.67,10.67,3,1.5,1.0,0,-6.696,17.301,3.808,1.868,0.078,0.049,1.87,0.8869,0.0013,0.462,0.0042,11.1,89.2,6.781,EXPLORER,-9.066,-5.52,4.596,-10.296,10.148,-0.005,14.46,0.5547,0.1408,0.4386,0.6929,4.79,71.7,6.699,EXPLORER,15.232,0.002,5.399,-0.034,-6.273,-0.002,6.27,0.6271,-0.3255,0.3268,0.6277,7.18,83.3,6.863,EXPLORER,-0.051,1.418,10.501,-1.167,0.205,0.012,1.18,0.4947,0.2899,0.2537,-0.779,10.24,85.7,4.397,RELAY,23.167,-21.139,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-19.259,17.146,0.3,2.468,-0.097,2.47,PATROL,0,0,19.701,19.609,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
